ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
64
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 8.0000000000000000e+00
0.0000000000000000e+00 8.0000000000000000e+00
0.0000000000000000e+00 8.0000000000000000e+00
ITEM: ATOMS mass type xs ys zs
28 1 0 0 0
28 1 0.5 1.01178e-17 0
28 1 0.25 0.25 0
28 1 0.75 0.25 0
28 1 0 0.5 6.3236e-18
28 1 0.5 0.5 0
28 1 0.25 0.75 0
28 1 0.75 0.75 0
28 1 0.125 0.125 0.125
28 1 0.625 0.125 0.125
28 1 0.375 0.375 0.125
28 1 0.875 0.375 0.125
28 1 0.125 0.625 0.125
28 1 0.625 0.625 0.125
28 1 0.375 0.875 0.125
28 1 0.875 0.875 0.125
28 1 0.25 1.65599e-17 0.25
28 1 0.75 3.79416e-18 0.25
28 1 0 0.25 0.25
28 1 0.5 0.25 0.25
28 1 0.25 0.5 0.25
28 1 0.75 0.5 0.25
28 1 1.01178e-17 0.75 0.25
28 1 0.5 0.75 0.25
28 1 0.375 0.125 0.375
28 1 0.875 0.125 0.375
28 1 0.125 0.375 0.375
28 1 0.625 0.375 0.375
28 1 0.375 0.625 0.375
28 1 0.875 0.625 0.375
28 1 0.125 0.875 0.375
28 1 0.625 0.875 0.375
28 1 1.51766e-17 0 0.5
28 1 0.5 0 0.5
28 1 0.25 0.25 0.5
28 1 0.75 0.25 0.5
28 1 0 0.5 0.5
28 1 0.5 0.5 0.5
28 1 0.25 0.75 0.5
28 1 0.75 0.75 0.5
28 1 0.125 0.125 0.625
28 1 0.625 0.125 0.625
28 1 0.375 0.375 0.625
28 1 0.875 0.375 0.625
28 1 0.125 0.625 0.625
28 1 0.625 0.625 0.625
28 1 0.375 0.875 0.625
28 1 0.875 0.875 0.625
28 1 0.25 1.40305e-17 0.75
28 1 0.75 1.13825e-17 0.75
28 1 1.01178e-17 0.25 0.75
28 1 0.5 0.25 0.75
28 1 0.25 0.5 0.75
28 1 0.75 0.5 0.75
28 1 5.05888e-18 0.75 0.75
28 1 0.5 0.75 0.75
28 1 0.375 0.125 0.875
28 1 0.875 0.125 0.875
28 1 0.125 0.375 0.875
28 1 0.625 0.375 0.875
28 1 0.375 0.625 0.875
28 1 0.875 0.625 0.875
28 1 0.125 0.875 0.875
28 1 0.625 0.875 0.875
ITEM: TIMESTEP
5000
ITEM: NUMBER OF ATOMS
64
ITEM: BOX BOUNDS pp pp pp
-1.4362429968172350e+00 9.4362429968172563e+00
-1.4362429968172350e+00 9.4362429968172563e+00
-1.4362429968172350e+00 9.4362429968172563e+00
ITEM: ATOMS mass type xs ys zs
28 1 0.999763 -0.00337139 0.0034002
28 1 0.500555 1.0003 -0.00464995
28 1 0.252855 0.248237 -0.0143127
28 1 0.743215 0.245369 1.00729
28 1 -0.00472033 0.504414 -0.00391972
28 1 0.51046 0.4982 1.00525
28 1 0.251553 0.753851 -0.00404365
28 1 0.746197 0.754522 0.99618
28 1 0.133441 0.127171 0.119603
28 1 0.610362 0.115721 0.130996
28 1 0.373535 0.368941 0.116842
28 1 0.880587 0.380429 0.133699
28 1 0.125042 0.6303 0.126014
28 1 0.6392 0.619467 0.124354
28 1 0.372393 0.874201 0.124885
28 1 0.869459 0.878473 0.129583
28 1 0.245489 0.00184463 0.249415
28 1 0.749676 1.00722 0.255134
28 1 1.00974 0.256452 0.250806
28 1 0.490501 0.247777 0.254126
28 1 0.248426 0.501408 0.244938
28 1 0.752001 0.492125 0.253559
28 1 0.999685 0.756968 0.252957
